"2021-04-07","25.91"
"2021-04-08","25.91"
"2021-04-09","25.91"
"2021-04-10","25.91"
"2021-04-11","25.91"
"2021-04-12","25.91"
"2021-04-13","25.91"
"2021-04-14","25.91"
"2021-04-15","25.91"
"2021-04-16","25.91"
"2021-04-17","25.91"
"2021-04-18","25.91"
"2021-04-19","25.91"
"2021-04-20","25.91"
"2021-04-21","25.91"
"2021-04-22","25.91"
"2021-04-23","25.91"
"2021-04-24","25.91"
"2021-04-25","25.91"
"2021-04-26","25.91"
"2021-04-27","25.91"
"2021-04-28","25.91"
"2021-04-29","25.91"
"2021-04-30","25.91"
"2021-05-01","25.91"
"2021-05-02","25.91"
"2021-05-03","25.91"
"2021-05-04","25.91"
"2021-05-05","25.91"
"2021-05-06","25.91"
"2021-05-07","25.91"
"2021-05-08","25.91"
"2021-05-09","25.91"
"2021-05-10","25.91"
"2021-05-11","25.91"
"2021-05-12","25.91"
"2021-05-13","25.91"
"2021-05-14","25.91"
"2021-05-15","25.91"
"2021-05-16","25.91"
"2021-05-17","25.91"
"2021-05-18","25.91"
"2021-05-19","25.91"
"2021-05-20","25.91"
"2021-05-21","25.91"
"2021-05-22","25.91"
"2021-05-23","25.91"
"2021-05-24","25.91"
"2021-05-25","25.91"
"2021-05-26","25.91"
"2021-05-27","25.91"
"2021-05-28","25.91"
"2021-05-29","25.91"
"2021-05-30","25.91"
"2021-05-31","25.91"
"2021-06-01","25.91"
"2021-06-02","25.91"
"2021-06-03","25.91"
"2021-06-04","25.91"
"2021-06-05","25.91"
"2021-06-06","25.91"
"2021-06-07","25.91"
"2021-06-08","25.91"
"2021-06-09","25.91"
"2021-06-10","25.91"
"2021-06-11","25.91"
"2021-06-12","25.91"
"2021-06-13","25.91"
"2021-06-14","25.91"
"2021-06-15","25.91"
"2021-06-16","25.91"
"2021-06-17","25.91"
"2021-06-18","25.91"
"2021-06-19","25.91"
"2021-06-20","25.91"
"2021-06-21","25.91"
"2021-06-22","25.91"
"2021-06-23","25.91"
"2021-06-24","25.91"
"2021-06-25","25.91"
"2021-06-26","25.91"
"2021-06-27","25.91"
"2021-06-28","25.91"
"2021-06-29","25.91"
"2021-06-30","25.91"
"2021-07-01","25.91"
"2021-07-02","25.91"
"2021-07-03","25.91"
"2021-07-04","25.91"
"2021-07-05","25.91"
"2021-07-06","25.91"
"2021-07-07","25.91"
"2021-07-08","25.91"
"2021-07-09","25.91"
"2021-07-10","25.91"
"2021-07-11","25.91"
"2021-07-12","25.91"
"2021-07-13","25.91"
"2021-07-14","25.91"
"2021-07-15","25.91"
"2021-07-16","25.91"
"2021-07-17","25.91"
"2021-07-18","25.91"
"2021-07-19","25.91"
"2021-07-20","25.91"
"2021-07-21","25.91"
"2021-07-22","25.91"
"2021-07-23","25.91"
"2021-07-24","25.91"
"2021-07-25","25.91"
"2021-07-26","25.91"
"2021-07-27","25.91"
"2021-07-28","25.91"
"2021-07-29","25.91"
